Postal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,X,Y,,
461808,0,0,0,0,0,0,0,0,13.62946,196.98946,115.08989,372.08333,38075.0307,34344.2935,,
462807,0,0,0,0.41667,13.35119,118.73739,137.75318,545.63753,416.97294,451.46147,441.17903,547.20635,38010.0183,34414.5512,,
462808,0,0,0,0,0,0,0,0.52381,21.16667,158.54546,119.35844,336.31209,38077.2618,34410.8571,,
463807,0,0,0,0,3,9.53333,18.78244,218.06429,237.78491,306.43354,297.35256,585.05263,38008.2977,34468.964,,
463808,0,0,0,0,0,0,0,0,186.57796,0,57.76255,234.37266,38078.0032,34457.3659,,
511530,0,0,0,0,0,112.79762,265.99468,527.80263,804.36527,996.65625,735.90308,734.38966,40968.599,39239.5856,,
512530,0,0,0,0,0,131.23905,280.22727,542.31056,810.98326,900.98352,685.35714,604.56884,40929.8181,39300.2893,,
513530,0,0,0,0,0,92.33977,247.73623,375.59238,569.79696,853.15218,629.60094,592.38528,40997.9011,39293.287,,
514530,0,0,0,0,0,121.29433,195.46767,366.28204,514.23179,782.82677,563.85133,577.9026,41049.8517,39320.8087,,
521870,0,0,0,0,0,0,0,0,0,2.02381,2.96296,47.55584,38954.5429,37574.9492,,
522871,0,0,0,0,0,0,0,0,0,3.1106,0,115.99841,38977.3017,37621.8861,,
523871,0,0,0,0,0,0,0,0,0.86104,12.388,0,118.49366,38913.7084,37643.7254,,
531376,0,0,0,0,6.88043,12.81928,151.60494,80.39506,247.8,174.1125,215.03947,215.09877,34706.0446,38390.0927,,
532376,0,0,0,1.77662,51.07537,60.05251,273.61904,167.90079,385.9651,282.34337,381.46052,440.10217,34763.2218,38463.4334,,
532477,0,0,0,0,178.26041,261.05567,209.47466,559.18583,415.855,673.59555,645.41775,548.75823,35891.5129,40087.6644,,
533376,0,0,0,0,38.25806,65.24664,191.93091,138.203,333.1788,241.61651,376.98481,423.37317,34717.4847,38456.7809,,
533477,0,0,0,69.62333,82.95652,320.51471,205.57843,637.82594,461.61647,454.04566,501.02254,505.86985,35887.2167,40144.1081,,
540350,0,0,0,36.67039,91.89202,89.50826,144.71255,135.02767,174.64151,154.26394,167.10949,157.59233,33914.4685,41639.6368,,
541163,0,0,0,0,0,0,0,0,0,0,1.78595,8.54907,36401.9819,41276.0129,,
541164,0,0,0,0,0,0,0,0,2.29437,5.1431,29.91629,36,36230.1889,41332.5553,,
541216,0,0,0,0,0,0,0,0,0,0,0,0,34687.9574,41411.8139,,
541293,0,0,0,0,0,0,0,0,0,0,0,2.21429,34960.4363,42047.0959,,
541294,0,0,0,0,0,0,0,0,0,0,0,13.38663,34967.6359,41998.5793,,
542162,0,0,0,0,0,0,0,0,0,0,0,0,36319.5886,41364.5564,,
542163,0,0,0,0,0,0,0,0,0,0,13.48326,16.57857,36383.4342,41235.8294,,
542164,0,0,0,0,0,0,0,0,4.98702,0,126.34417,105.89798,36232.4922,41290.899,,
542215,0,0,0,0,0,0,0,0,0,0,0,0,34692.3094,41325.7828,,
542293,0,0,0,0,0,0,0,0,0,0,0.67494,12.56757,34974.9955,42098.3905,,
543162,0,0,0,0,0,0,0,0,0,0,0,2.56015,36365.0326,41328.054,,
543163,0,0,0,0,0,0,0,0,0,0,5.43138,11.22955,36343.6586,41287.0742,,
543164,0,0,0,0,0,0,0,0,7.15,0,34.90203,0,36295.0633,41306.3075,,
543293,0,0,0,0,0,0,0,0,0,0,0,15.40109,34943.8532,42110.1917,,
544293,0,0,0,0,0,0,0,0,0.42222,2.62326,35.0254,33.16004,34901.1282,42070.2923,,
590021,0,0,0,0,0,0,0,0,0,0.81818,37.63333,43.96875,21174.3723,35589.4388,,
600055,0,0,0,0,0,0,0,0,0,0,0,0,17342.0811,33793.8208,,
600056,0,0,0,0,0,0,0,0,0,0.66337,10,48.27419,17364.3518,33828.0617,,
600057,0,0,0,0,0,0,0,0,0,5.08333,61.66392,142.70843,17343.0973,33865.7269,,
671443,0,0,0,0,0,6.87026,41.0314,59.05544,369.67957,200.8894,477.16185,344.21357,20927.4823,40381.1418,,
671548,0,0,0,95.85715,325.73488,222.52225,629.39978,422.7619,538.65625,469.69697,617.70303,567.93939,20769.9562,41218.4736,,
671636,0,0,0,72.21261,300.21111,190.61496,367.59375,302.67708,364.95824,331.64694,372.87,368.54902,19677.8919,40983.7348,,
672442,0,0,0,0,0,0,0,8.39773,51.72794,49.59286,358.64084,199.88521,21105.494,40377.5416,,
672443,0,0,0,0,0,0,0,44.32258,181.70034,95.18096,487.3,302.07004,20908.393,40331.4792,,
673442,0,0,0,0,0,0,0,5.62199,27.04902,26.37588,221.03036,149.85667,21058.3,40383.4831,,
673443,0,0,0,0,0,2.98684,4.17304,6.60131,221.46243,110.6693,525.41942,323.07372,20923.691,40282.0852,,
674442,0,0,0,0,0,0,0,0,31.18947,21.16496,260.89362,146.50082,21047.0037,40320.8872,,
674443,0,0,0,0,0,7.33233,0,24.34589,208.76,99.87273,416.86635,256.81786,21025.2299,40286.8686,,
681487,0,0,0,13.69957,0,143.37878,90.63258,592.88225,365.69143,585.62904,473.44595,513.30074,17516.1664,39763.2671,,
681488,0,0,0,137.13809,132.2885,286.9094,219.56389,416.82979,353.12789,516.36993,462.68348,397.38128,17501.4409,39893.9664,,
681489,0,0,0,78.62778,53.85372,309.64708,202.33982,483.45238,383.90567,651.38644,527.13462,653.18828,17654.8572,39732.6809,,
681490,0,0,0,21.45745,19.14423,260.07407,136.08246,405.55912,303.25238,514.85086,425.37878,506.54545,17773.5319,39688.0518,,
681803,0,0,0,0,0,0,0,0,0,0,10.42064,73.14286,17945.3186,39540.6824,,
681804,0,0,0,0,0,0,0,0,0,0,0,0,17837.4523,39519.4169,,
681805,0,0,0,0,0,0,0,0,0,0,0,0,17900.6511,39433.6021,,
681807,0,0,0,0,0,0,0,0,0,13.053,50.50218,56.25561,18148.2488,39755.2761,,
681808,0,0,0,0,0,0,0,0,0,0,1.2069,25.91162,18212.7721,39719.2722,,
681809,0,0,0,0,0,0,0,0,0,4.66236,0,9.02671,18173.2544,39689.407,,
681815,0,0,0,0,0,0,0,0,0,0,4.2623,5.48148,18383.6329,39785.8036,,
682487,0,0,0,43.2807,84.2754,166.53462,125.53275,566.49838,384.95895,615.83333,534.24359,633.17949,17432.3019,39816.0828,,
682488,0,0,0,50.08928,51.48936,195.20625,134.09468,393.71483,271.06838,376.50595,355.82468,414.23889,17536.1355,39884.5088,,
682489,0,0,0,0,0.56061,24.73214,25.45238,176.33863,135.83333,425.86047,300.27907,461.30496,17568.5629,39747.6581,,
682490,0,0,0,0,25.75652,119.53656,133.59821,455.75954,332.73779,528.91514,446.17025,407.06631,17763.9979,39735.1283,,
682803,0,0,0,0,0,0,0,0,0,0,0,1.68452,17989.5113,39535.659,,
682804,0,0,0,0,0,0,0,0,0,0,0,0,17824.979,39457.684,,
682807,0,0,0,0,0,0,0,0,0,0,0,0,18190.2503,39781.6712,,
682809,0,0,0,0,0,0,0,0,0,0,4.8801,15.97647,18167.3465,39639.8821,,
683487,0,0,0,33.74185,28.52388,203.06335,117.45833,503.17647,350.57306,626.6747,531.36827,537.39134,17518.8311,39833.5151,,
683488,0,0,0,0,0,6.60204,16.12727,165.0625,128.81603,478.83512,319.74603,486.47813,17609.1887,39842.7972,,
683489,0,0,0,0,1.96739,30.66903,40.05556,381.15171,282.94347,595.07727,437.96429,573.29266,17593.2248,39783.0931,,
683490,0,0,0,1.95491,34.2381,132.83334,140.08571,364.17,270.41736,461.18681,414.40385,498.32974,17809.7434,39749.1722,,
683807,0,0,0,0,0,0,0,0,0,0,0,0,18262.6364,39794.0331,,
684488,0,0,0,0,0,0,26.90196,139.74424,124.91071,537.81034,355.13333,615.15613,17670.9635,39823.492,,
684489,0,0,0,24.95413,28.03877,196.82869,130.06992,471.81159,328.51921,531.41168,453.35396,601.28558,17639.8573,39764.4154,,
684490,0,0,0,0,0.37073,21.98416,20.57878,296.97661,161.38548,565.27308,388.77056,548.33117,17767.058,39779.9744,,
684808,0,0,0,0,0,0,0,0,0,0,0,0,18216.7473,39653.4332,,
731302,0,0,0,0,0,0,0,0,0,11.91702,80.20965,91.12699,21542.7407,45952.9146,,
731889,0,0,0,0,0,0,0,0,0,0,3.10486,10.9992,23548.7913,46583.8961,,
732764,0,0,0,0,0,0,3.2,85.23881,79.9589,190.65823,143.12791,117.16484,24025.951,47413.5896,,
732889,0,0,0,0,0,0,0,0,0,0,5.67073,21.58824,23501.5962,46610.7615,,
733889,0,0,0,0,0,0,0,0,0,0,5.20979,12.55301,23447.4373,46611.571,,
734889,0,0,0,0,0,0,0,0,0,0,0,8.32936,23410.7217,46608.1068,,
750462,0,0,0,2.85185,48.37405,99.5528,97.81768,160.10811,143.1641,152.18396,142.3105,151.80172,25854.0712,48451.5709,,
761269,0,0,0,0,0,18.88,61.2381,60.89091,114.62903,115.86364,169.34444,141.41905,28858.43,46510.8849,,
762269,0,0,0,0,0,0,34.94444,39.09091,82.02273,88.53947,134.19753,129.45455,28883.8698,46465.9412,,
762504,0,0,0,125.29927,0,727.90915,739.25611,822.83309,796.64372,945.50388,0,1829.89741,29169.4557,44391.4608,,
763504,0,0,0,59.58246,0,475.4159,541.39444,551.02293,478.54773,647.50524,603.66103,646.20919,29129.1342,44416.8225,,
791414,0,0,0,110.32907,119.54382,423.00323,297.47914,594.98218,444.61125,513.1629,496.17661,535.04073,33136.8409,41278.6058,,
791415,0,0,0,50.29273,47.3665,352.05608,213.63962,538.31816,432.74799,622.80556,528.83929,631.88096,33129.9676,41219.1137,,
791467,0,0,0,0,0,0,0,4.44231,7.48571,106.21081,127.79619,501.43024,33023.5226,42207.4866,,
791468,0,0,0,0,0,0,0,34.78785,30.05287,232.85256,135.11866,406.24186,33028.0965,42151.7011,,
791469,0,0,0,5.49641,12.40599,166.13495,121.70671,580.85715,346.94131,549.79503,433.89456,574.72199,32981.6962,41976.5529,,
791470,0,0,0,0,0,0,0,26.43339,41.05671,217.71568,158.10393,372.91021,33138.6981,42041.0614,,
791471,0,0,0,0,0,0.43221,13.76404,56.21986,55.28595,208.65289,135.60715,467.87343,33276.863,41992.6839,,
791472,0,0,0,0,24.11557,0,8.83865,144.89818,78.20547,289.82098,192.51017,435.44437,33343.9284,42143.2105,,
791473,0,0,0,0,0,0,0,0,0,44.82121,84.57575,223.08785,33332.2067,42193.799,,
792415,0,0,0,44.87783,45.31884,316.9013,196.93913,671.76814,455.80888,562.45323,521.04897,647.92163,33204.3261,41196.8842,,
792467,0,0,0,0,0,0,0,0,3.60599,27.09905,36.65051,324.51714,32965.0291,42217.1569,,
792468,0,0,0,0,5.43396,0,23.03737,362.28842,194.23523,583.79089,402.07445,531.73577,32973.6005,42149.014,,
792469,0,0,0,11.61702,25.84532,230.45111,145.30589,673.04181,383.72551,625.25731,509.1974,551.3977,32937.3816,41971.8468,,
792470,0,0,0,0,0,0,0,0,0,61.26671,69.23039,0,33179.3838,42084.4848,,
792471,0,0,0,0,0,0,0,0,0,142.26903,91.23769,0,33244.8022,42043.3055,,
792472,0,0,0,0,8.24327,62.54168,85.25491,489.38739,283.41229,405.63994,357.24821,0,33317.9129,42073.4955,,
793415,0,0,0,53.88903,46.41618,353.69445,231.04489,676.59459,483.85476,618.54591,539.66461,0,33250.8084,41249.4982,,
793416,0,0,0,135.14352,95.07596,341.07174,256.30969,512.0511,384.26316,571.25871,490.12256,0,33266.7142,41302.5336,,
793468,0,0,0,0,9.32923,47.28726,49.82838,340.91231,187.77643,0,325.75,0,32948.5552,42087.2483,,
793469,0,0,0,5.27759,39.31225,57.56464,108.1894,472.76797,284.25425,0,444.18044,0,32908.1259,42023.9242,,
793470,0,0,0,0,0,0,0,0,9.85284,0,53.99201,0,33194.1713,42009.6104,,
793471,0,0,0,12.78186,26.0594,118.94292,95.024,433.09804,263.7657,0,387.44608,0,33362.4116,41982.951,,
793472,0,0,0,0,0,43.16667,35.79008,364.32871,214.92555,0,384.06244,0,33324.9276,42023.0456,,
821256,0,0,0,0,0,0,0,0,0,0,0,0,34942.929,43104.0743,,
821258,0,0,0,0,0,0,0,0,0,0,0,0,34974.2632,42850.6045,,
821259,0,0,0,0,0,0,0,0,0,0,0,0,34925.2579,42853.267,,
821260,0,0,0,0,0,0,0,0,0,0,0,0,35044.1443,42960.9414,,
821308,0,0,0,0,0,0,0,0,0,0,0,0,35521.5697,43287.9382,,
821310,0,0,0,0,0,0,0,0,0,0,0,0,35568.3479,43392.6134,,
821663,0,0,0,0,0,0,0,0,0,0,0,0,37321.5216,42457.4915,,
821664,0,0,0,0,0,0,0,0,0,0,0,0,37369.454,42367.7845,,
821665,0,0,0,0,0,0,0,0,0,0,0,0,36931.8352,42665.8251,,
821668,0,0,0,0,0,0,0,0,0,0,0,0,36801.998,42985.5052,,
821669,0,0,0,0,0,0,0,0,0,0,0,0,36975.3385,42973.4528,,
821670,0,0,0,0,0,0,0,0,0,0,0,0,36863.0804,43025.8242,,
821671,0,0,0,0,0,0,0,0,0,0,0,0,36758.4592,43100.5506,,
821673,0,0,0,0,0,0,0,0,0,0,0,0,36713.1219,43168.827,,
821676,0,0,0,0,0,0,0,0,0,0,0,0,36519.3039,42964.3021,,
821677,0,0,0,0,0,0,0,0,0,0,0,0,36444.9482,43016.1148,,
821678,0,0,0,0,0,0,0,0,0,0,0,0,36380.0756,43064.1227,,
821679,0,0,0,0,0,0,0,0,0,0,0,0,36333.8356,43082.6994,,
822121,0,0,0,0,0,0,0,0,0,0,0,0,36426.9951,41666.3218,,
822256,0,0,0,0,0,0,0,0,0,0,0,0,34995.5567,43099.3735,,
822258,0,0,0,0,0,0,0,0,0,0,0,0,35026.9343,42837.6685,,
822308,0,0,0,0,0,0,0,0,0,0,0,0,35374.0726,43289.3174,,
822310,0,0,0,0,0,0,0,0,0,0,0,0,35509.9464,43461.3657,,
822663,0,0,0,0,0,0,0,0,0,0,0,0,37351.4153,42515.8487,,
822664,0,0,0,0,0,0,0,0,0,0,0,0,37407.3788,42437.7342,,
822665,0,0,0,0,0,0,0,0,0,0,0,0,36994.4489,42656.1941,,
822668,0,0,0,0,0,0,0,0,0,0,0,0,36865.0591,42959.4247,,
822669,0,0,0,0,0,0,0,0,0,0,0,0,36980.1636,42932.1333,,
822670,0,0,0,0,0,0,0,0,0,0,0,0,36898.6898,43019.2759,,
822671,0,0,0,0,0,0,0,0,0,0,0,0,36722.6959,43115.1388,,
822673,0,0,0,0,0,0,0,0,0,0,0,0,36649.4835,43202.0977,,
822676,0,0,0,0,0,0,0,0,0,0,0,0,36578.3268,42983.9807,,
822677,0,0,0,0,0,0,0,0,0,0,0,0,36479.982,43022.9033,,
822678,0,0,0,0,0,0,0,0,0,0,0,0,36442.5864,43082.6693,,
822679,0,0,0,0,0,0,0,0,0,0,0,0,36370.9303,43122.739,,
823256,0,0,0,0,0,0,0,0,0,0,0,0,34965.6181,43027.8259,,
823258,0,0,0,0,0,0,0,0,0,0,0,0,35016.0516,42888.4912,,
823308,0,0,0,0,0,0,0,0,0,0,0,0,35317.7062,43315.8739,,
823310,0,0,0,0,0,0,0,0,0,0,0,0,35409.4036,43504.2976,,
823316,0,0,0,0,0,0,0,0,0,0,0,0,35089.6167,43422.9954,,
823663,0,0,0,0,0,0,0,0,0,0,0,0,37382.9376,42470.9858,,
823665,0,0,0,0,0,0,0,0,0,0,0,0,37029.8438,42595.4978,,
823670,0,0,0,0,0,0,0,0,0,0,0,0,36971.3091,43021.3437,,
823673,0,0,0,0,0,0,0,0,0,0,0,0,36599.4532,43229.0725,,
823676,0,0,0,0,0,0,0,0,0,0,0,0,36607.3314,43015.7154,,
823677,0,0,0,0,0,0,0,0,0,0,0,0,36517.7646,43041.7307,,
823678,0,0,0,0,0,0,0,0,0,0,0,0,36463.3846,43117.3383,,
823679,0,0,0,0,0,0,0,0,0,0,0,0,36400.6603,43138.0054,,
824256,0,0,0,0,0,0,0,0,0,0,0,0,34976.4371,42977.6987,,
824676,0,0,0,0,0,0,0,0,0,0,0,0,36614.2215,43047.6735,,
824677,0,0,0,0,0,0,0,0,0,0,0,0,36551.2784,43081.1687,,
500001,0,0,0,0,0,0,0,0,0,0,0,0,45224.4586,41171.5222,,
500004,0,0,0,404.51515,352.36364,351.87879,302.85294,372.02941,336.17647,326.06061,295.90625,277.05882,45154.2731,41225.2924,,
500005,0,0,0,0,0,0,0,0,0,0,0,0,45085.6262,41198.4229,,
510275,0,0,0,970.36789,1018.64214,1017.63378,1076.28261,1113.44649,1184.6806,963.33947,1081.98228,946.93812,42645.1813,38502.2531,,
510272,0,0,0,1091.15241,1080.46,935.3,1091.90966,1336.33862,1305.48667,938.99931,1158.05517,1055.84667,42623.6301,38522.7734,,
510270,0,0,0,541.44186,583.97619,602.16667,621.85714,683.09524,706.04762,577.80952,663.54762,529.60465,42587.6585,38619.9882,,
510255,0,0,0,1030.23833,1033.83736,989.40902,1071.06441,1016.6713,1143.61352,969.15741,1090.87761,964.63509,42565.9648,38917.553,,
510273,0,0,0,991.06,1010.50408,1012.10357,1059.14388,1078.58061,1156.4898,930.11684,1066.925,928.54761,42555.8981,38543.6778,,
510274,0,0,0,1008.88889,1014.07027,983.88889,1044.88889,1069.79054,1125.54166,976.30556,1082.05555,918.38889,42546.5225,38487.6985,,
510256,0,0,0,992.72917,1013.81922,966.41088,1088.9625,1151.94167,1209.76667,936.217,1082.47713,987.55029,42545.5348,38851.16,,
510271,0,0,0,606.75,594.79545,512.59091,580.90909,743.54545,698.13333,512.38636,614.46667,584.97826,42539.1996,38634.5208,,
510266,0,0,0,575.54054,610.94444,657.05405,685.55556,718.22222,723.94595,599.81081,689.22222,618.86111,42530.2269,38686.0481,,
510254,0,0,0,926.84043,925.70468,897.71931,945.02292,1141.20681,1163.20426,969.12766,1098.57872,972.26894,42523.1839,38908.2399,,
510269,0,0,0,607.80952,608.42857,619.38095,646.47619,696.04762,727.04762,606.39535,664.44186,622.59524,42515.5376,38593.9062,,
510257,0,0,0,1055.23214,1072.05953,1020.52381,1059.0934,1065.44166,1040.29429,864.83333,1007.53571,948.80953,42509.674,38788.4261,,
510155,0,0,0,754.51111,655.24444,666.97778,650.77778,755.91111,748.64444,596.48889,665.77778,532.64444,42491.6916,38386.637,,
510267,0,0,0,540.2973,558.89189,550.75676,613.05405,626.05405,662.68421,534.73684,624.72973,513.32432,42484.9708,38664.7992,,
510239,0,0,0,535.14754,570.31148,558.4,590.48333,679.22951,668.63934,543.08333,633.88333,553.83333,42474.7604,39466.6403,,
510244,0,0,0,716.7234,703.85106,620.21277,682.45833,845.10638,830.34043,703.76596,794.40426,695.23404,42474.5862,39274.4175,,
520348,0,0,0,948.28968,854.81579,976.67064,887.68929,987.34398,878.27143,939.63158,973.23392,936.5,42472.9229,37181.3125,,
510249,0,0,0,596.40426,616.87234,590.53191,629.55319,669.85417,681.54167,545.02128,643.51064,569.70833,42463.6404,39129.2834,,
510154,0,0,0,577.89286,507.75,526.39286,508.67857,575.28571,570.28571,519.89286,550.57143,408.42857,42462.5219,38366.6615,,
510238,0,0,0,614.68333,616.55,582.19672,588.70492,668.7,701.7,537.14754,642.55,509.27869,42456.0014,39523.6744,,
520349,0,0,0,913.98545,857.85185,931.27778,884.37037,976.40344,883.67793,897.09156,951.01852,864.08619,42449.6079,37270.5987,,
520347,0,0,0,1051.08774,913.15553,1039.02277,953.73824,958.86717,948.0658,1066.95314,1040.1685,813.91127,42444.7485,37109.9709,,
520350,0,0,0,1117.73738,998.05303,1119.42424,1024.76097,1098.92445,1030.19697,1093.50253,1097.54545,1013.23403,42441.2443,37327.8778,,
510253,0,0,0,986.78894,941.38952,887.71739,1013.24936,1126.90638,1148.70468,881.68511,1046.08426,967.8834,42440.2714,38909.4767,,
520351,0,0,0,1000.91667,893.80664,1006.02493,955.93874,1054.50279,964.82265,951.56115,983.21349,919.81481,42439.5906,37228.9896,,
510245,0,0,0,551.87234,562.78261,550.69565,564.75,658.95745,665.54348,501.71739,611.17391,547.44681,42437.1853,39235.1919,,
520353,0,0,0,1024.67602,919.13043,1035.40884,962.30609,1106.29032,1008.07169,1008.5233,1038.82079,945.72617,42435.2611,37401.0386,,
510248,0,0,0,587.97826,607.17021,518.72917,597.68085,715.76596,713.06522,622.08696,699.02174,600.85106,42434.1603,39180.3061,,
510268,0,0,0,574.42857,579.2381,581.11905,596.09302,592.38095,661.7381,555.33333,628.88095,558.04762,42433.6127,38592.7291,,
510243,0,0,0,587.54348,569.51064,521.56522,574.5,672.5,673.13043,518.5,614.95652,535.71739,42431.2203,39285.1696,,
510150,0,0,0,1113.37462,1018.16667,997.02703,992.36111,1153.50676,1142.8033,950.57733,1040.66741,1039.47597,42429.4711,38310.5016,,
510205,0,0,0,542.78462,564.69231,509.06154,574.06154,620.75385,644.61538,549.47692,615.75385,512.12308,42425.2527,38774.8636,,
510156,0,0,0,752.53571,650.17857,675.39286,651.28571,810.14286,803.40741,689.53571,726.57143,456.21429,42420.3721,38459.3427,,
510250,0,0,0,534.7551,530.76,476.20408,528.95918,618.81633,622.42857,486.20408,572.42857,509.14286,42420.2126,39139.9228,,
510237,0,0,0,559.5625,579.6875,579.125,602.30612,707.64583,710.5625,532.3125,640.20833,528.02041,42417.2609,39564.5996,,
510240,0,0,0,561.5,589.2,476.69492,552.94915,592.25424,621.42373,526.08475,593.40678,526.37288,42409.3687,39486.0415,,
510153,0,0,0,606.92857,524.92857,543.82143,544.82143,548.68966,542.75,469.85714,515.96429,521.55556,42400.9773,38410.7216,,
510206,0,0,0,623.66667,641.24074,566.7037,648.66667,656.01852,696.33333,579.98182,677.59259,572.96364,42398.4493,38702.3858,,
510157,0,0,0,671.51724,582.31034,615.68966,589.17241,740.55172,712.89655,629.62069,669.89655,507.13793,42394.9171,38483.8022,,
510236,0,0,0,535.61667,551.88333,553.83333,584.13333,663.98333,675.4,567.36667,640.3,493.57377,42385.241,39607.8513,,
520361,0,0,0,954.1948,868.7448,1084.3359,957.28975,1022.40513,960.50833,1067.08958,1043.18975,778.90417,42384.8841,37570.3737,,
520346,0,0,0,928.57813,822.27599,1011.48566,909.43548,952.63978,900.90323,933.31183,931.0873,806.40799,42384.3087,37038.9219,,
510252,0,0,0,882.4187,876.07113,791.54777,900.44613,1009.52947,997.08818,803.74594,941.92683,908.46646,42383.4407,38911.4908,,
510242,0,0,0,618.84783,612.8913,565.17391,630.21739,724,726.67391,562.80435,646.68085,542.76087,42377.1729,39288.0418,,
520354,0,0,0,1107.59663,980.25178,1101.12944,1013.875,1122.5625,1031.02083,1068.11436,1060.47064,947.09397,42376.3035,37439.5892,,
510151,0,0,0,1103.08522,968.44565,1019.03409,995.95833,1079.03788,1100.03409,1046.96591,1005.27478,973.24242,42374.4159,38345.4774,,
510247,0,0,0,618.17778,654.40909,653.72727,686.52273,748.47727,776.29545,631.88636,729.97727,621.20455,42371.6622,39194.6812,,
510246,0,0,0,650.37778,629.17778,582.06818,640.13636,742.79545,748.15909,609.31818,694.61364,671.81818,42371.2091,39236.1374,,
520352,0,0,0,1080.96297,975.03704,1082.44445,1019.37777,1146.21481,1043.2,951.93253,1057.58519,937.85158,42370.0412,37362.6145,,
510251,0,0,0,578.76087,582.52174,537.78261,587.47826,615.1087,650.23913,515.56522,602.26087,555.67391,42366.2868,39142.7541,,
510204,0,0,0,556.10606,567.83333,527.34848,592.5,624.44776,638.72727,551.22727,619.68182,523.68182,42363.4839,38836.8275,,
510207,0,0,0,458.91228,468.67241,553.30357,577.82456,662.61818,680.30909,494.125,566.66667,494.21053,42362.2422,38710.0551,,
510241,0,0,0,604.98,599.97959,510.14583,589.29167,632.77083,665.91667,547.3125,622.85417,578.22917,42361.6591,39447.057,,
510235,0,0,0,568.14583,571.375,511.39583,559.26531,614.53061,640.69388,535.02083,612.89583,526.125,42355.6397,39496.2665,,
510160,0,0,0,723.05882,615.7451,627.96078,614.11765,766.76471,728.32,652.82353,675.65385,478.47059,42354.881,38482.7754,,
520345,0,0,0,965.61499,863.23004,1030.38439,938.87071,1062.50336,968.61188,924.25707,974.80435,844.37054,42350.5004,37114.2068,,
520360,0,0,0,1017.66969,918.66272,1117.94286,1018.75,1078.83929,1012.08214,1156.31944,1129,712.76098,42349.4848,37523.2006,,
510152,0,0,0,682.03333,584.4,521.46667,545.03333,685.36667,655.96667,582.9,616.56667,486.3,42348.3316,38421.4923,,
510158,0,0,0,659.91429,550.77778,587.86111,560.77778,708.11111,684.94286,681.5,675.63889,486.13889,42347.0228,38524.6968,,
510148,0,0,0,1061.23256,973.15934,1007.09707,975.7674,1152.93773,1129.87179,964.97619,1029.21467,951.93773,42329.4929,38258.3507,,
510203,0,0,0,561.70909,559.6,527.69091,575.96364,627,645.35714,514.54545,610.23636,494.8,42328.7808,38775.8109,,
