Postal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,X,Y,,
641987,0,0,0,0,0,739.45611,1117.89127,961.86426,627.67143,745.83303,820.71212,817.18242,12550.2732,35411.9751,,
640979,0,0,0,0,0,897.51111,976.13333,969.96742,857.05169,839.78989,862.07727,905.48202,12550.3344,35766.8462,,
640821,0,0,0,0,0,831.06176,892.95588,965.26029,806.12059,867.97647,785.10823,757.93867,12554.2136,36570.163,,
640864,0,0,0,0,0,999.09002,865.11497,915.19565,911.34113,947.07204,861.46815,731.40198,12557.274,36844.9746,,
641989,0,0,0,0,0,833.56328,1108.65314,1012.56038,854.25464,848.68824,842.38096,878.05921,12558.4893,35351.0981,,
642987,0,0,0,0,0,808.98462,1223.43204,1040.37619,713.96483,820.15065,890.78079,912.95605,12581.4287,35419.6526,,
642990,0,0,0,0,0,609.525,741.28636,651.57843,589.64697,596.23125,665.65645,664.9875,12581.6821,35274.1537,,
640705,0,0,0,0,0,996.82045,893.71771,1092.7623,947.69935,986.95299,996.32168,913.02412,12582.9002,35877.7337,,
640831,0,0,0,0,0,551.66071,490.21429,558.85714,577.57692,612.92857,586.10909,545.125,12585.9632,36332.5293,,
642989,0,0,0,0,0,824.90385,1087.93205,996.28419,721.5816,782.8578,956.08507,926.37094,12588.584,35339.9483,,
640710,0,0,0,0,0,582.32857,584.57143,626.37143,584.44286,603.81429,548.98592,529.71429,12590.4736,36115.106,,
640819,0,0,0,0,0,507.32727,419.66667,506.94545,532.49091,517.81818,499.39623,485.16364,12605.1117,36435.9028,,
641990,0,0,0,0,0,636.8197,834.30152,758.6697,646.48939,646.86818,668.5,717.47941,12615.8699,35271.6825,,
643987,0,0,0,0,0,842.12879,1143.05115,1032.38205,752.61063,900.9495,875.79102,898.02272,12616.7449,35422.5831,,
641986,0,0,0,0,0,776.78571,989.4335,907.2037,700.73789,800.51923,818.26286,806.07672,12618.7658,35479.289,,
643989,0,0,0,0,0,867.44792,1057.14444,1043.62991,730.26581,796.69524,937.37705,903.49132,12622.7308,35332.1137,,
640704,0,0,0,0,0,944.26666,849.9,959.1,895,927,923.37849,849.4,12627.0253,35884.4291,,
640820,0,0,0,0,0,873.86,770.21538,913.84,895.3,931.5,897.19273,843.18,12627.6216,36496.5365,,
640818,0,0,0,0,0,486.28571,428.23214,479.10526,468.21053,485.92857,481.29091,452.85714,12630.4699,36363.1227,,
640832,0,0,0,0,0,898.14677,812.59743,937.20833,943.01356,938.20122,956.41667,862.20164,12631.1688,36241.3086,,
640701,0,0,0,0,0,534.90909,565.63462,621.18868,558.17308,617.72222,584.05556,553.30189,12637.9144,36052.3751,,
640863,0,0,0,0,0,1009.10834,876.275,965.94166,928.05333,958.81666,876.95834,810.23333,12640.6225,36821.4612,,
640702,0,0,0,0,0,572.66038,526.33962,579.56604,588.73585,564.62963,561,510.90741,12640.6379,36015.8626,,
644987,0,0,0,0,0,849.26103,1067.95837,966.92603,756.6535,814.83303,932.75067,909.74163,12648.68,35420.0098,,
644989,0,0,0,0,0,888.18099,952.3164,957.94797,845.04545,832.47783,941.01904,942.45385,12654.7007,35329.2699,,
640865,0,0,0,0,0,1026.69445,898.38889,897.63889,927.94445,942.88889,861.16666,745.08334,12656.1622,36881.8807,,
640866,0,0,0,0,0,1008.26988,894.14759,941.42334,948.15332,990.75401,888.94622,799.51373,12658.5146,36965.5231,,
640810,0,0,0,0,0,892.02424,808.22681,910.91602,853.31977,882.28571,891.73809,788.85338,12659.1146,36557.7909,,
642986,0,0,0,0,0,818.45055,1082.99862,976.93571,734.54945,788.52857,878.29571,875.92857,12665.4638,35483.8558,,
641988,0,0,0,0,0,806.64716,965.44357,907.89666,763.48005,728.43218,916.02672,944.98936,12674.9819,35407.9369,,
640711,0,0,0,0,0,895.63679,787.00952,889.72897,936.33726,911.24057,915.66981,839.69286,12680.0656,36130.2011,,
643986,0,0,0,0,0,825.77,1047.35714,983.64148,729.48571,768.82621,817.92857,857.44571,12680.9583,35459.8653,,
640643,0,0,0,0,0,374.58333,438.95172,407.27778,340.73973,373.4863,346.38889,385.25517,12683.4197,35713.6607,,
640817,0,0,0,0,0,987.70892,839.04167,986.95833,1002.47246,1008.78517,1045.52246,966.225,12686.8775,36316.7036,,
643988,0,0,0,0,0,930.875,1082.69837,1061.27083,934.79167,895.21897,959.9375,993.125,12693.0439,35325.7283,,
640813,0,0,0,0,0,856.55952,932.36912,969.46531,877.21606,901.76978,945.08748,853.76282,12693.2545,36459.7914,,
642988,0,0,0,0,0,849.32143,1021.84605,964.32143,815.87485,836.32143,993.10715,958.46429,12694.7813,35375.1344,,
640814,0,0,0,0,0,942.70294,1050.74706,1064.36618,971.89853,1017.87206,1012.175,915.83929,12695.2907,36423.0101,,
640703,0,0,0,0,0,990.6,954.05128,1049.84616,1020.02564,1036.4359,961.74359,919.25641,12699.2413,35976.6108,,
640642,0,0,0,0,0,909.63655,1026.20629,966.00315,950.50735,951.90521,802.03614,947.98987,12700.0799,35837.2389,,
640815,0,0,0,0,0,935.74309,1026.65532,1047.23191,919.44043,968.63933,962.43785,903.20372,12701.3489,36385.9602,,
640812,0,0,0,0,0,924.04789,970.35745,1081.92798,898.79035,963.87556,985.68865,902.9457,12703.363,36494.0106,,
640854,0,0,0,0,0,1118.61711,928.86286,998.07407,999.08796,954.68053,903.25114,800.91203,12724.7868,36605.3322,,
640713,0,0,0,0,0,991.55337,861.43507,977.66831,906.65909,949.58128,960.35632,878.11987,12725.0751,36200.722,,
640712,0,0,0,0,0,951.69444,954.03371,1021.54073,967.93182,1005.5014,982.50562,911.32865,12732.7408,36065.5297,,
640859,0,0,0,0,0,679.65217,565.67143,609.30435,604.97101,610.69565,559.57971,469.48529,12736.3398,36795.6508,,
640855,0,0,0,0,0,861.01111,773.96011,908.46439,869.5584,790.57835,763.84045,779.90883,12738.8955,36561.4598,,
640858,0,0,0,0,0,919.94,803.23436,908.17744,882.02205,776.77744,765.11385,726.33231,12740.8446,36712.9473,,
642650,0,0,0,0,0,836.55263,1044.66053,922.3979,744.93936,848.19393,799.36498,877.84783,12753.5131,35574.9968,,
640641,0,0,0,0,0,840.00358,997.75715,921.14161,834.425,888.07505,772.44721,880.94772,12757.6139,35870.2111,,
640644,0,0,0,0,0,859.67889,1092.375,979.69643,873.83929,940.30357,826.67857,941.03572,12757.7022,35751.2075,,
643650,0,0,0,0,0,925.40538,1140.05956,1018.33738,875.35008,943.75873,777.64839,927.14098,12760.8154,35621.7997,,
640715,0,0,0,0,0,779.08804,755.43529,820.12605,711.59328,744.59635,696.55967,671.09412,12763.5541,36211.5308,,
640816,0,0,0,0,0,1065.29167,829.36336,1015,1014.38888,1022.34722,963.66222,916.31944,12764.511,36383.9268,,
640645,0,0,0,0,0,881.03333,1048.59344,942.25605,781.27917,868.95679,795.26296,878.18648,12769.2396,35689.6639,,
640811,0,0,0,0,0,910.50052,732.55429,873.13845,876.22727,874.00522,842.93783,787.7769,12777.0625,36496.7385,,
641653,0,0,0,0,0,479.42384,601.78947,536.75817,465.36184,512.43421,481.99355,535.03289,12788.977,35452.5959,,
640640,0,0,0,0,0,863.15,1088.73334,973.22759,754.40765,713.09782,1040.92185,945.01667,12790.0488,35810.6881,,
640856,0,0,0,0,0,1094.56421,895.82158,978.55,968.51105,871.98667,898.73105,752.35895,12790.8205,36586.3576,,
640714,0,0,0,0,0,559.4,543.21519,595.85,575.6125,582.425,629.64557,569.5125,12793.0412,36141.3296,,
640862,0,0,0,0,0,702.64516,606.58065,652.59677,659.53226,605.90164,580.27869,603.03226,12794.1543,36917.8384,,
640716,0,0,0,0,0,431.57265,405.90598,449.81513,391.53448,409.78992,397.40678,383.23529,12796.5079,36245.0588,,
640861,0,0,0,0,0,646.68657,589.64179,622.52308,641.78788,652.84848,587.31818,566.21212,12796.7617,36852.5789,,
642653,0,0,0,0,0,484.91667,598.53271,543.01869,452.01852,497.54206,451.5514,505.83178,12797.4984,35362.1136,,
640857,0,0,0,0,0,1021.69231,886.82051,999.66599,1000.79487,992.53846,919.89615,816.53846,12800.0646,36683.8117,,
640860,0,0,0,0,0,621.06667,538.71667,561.43333,568.75,566.35,522.81667,496.43333,12803.9278,36774.8099,,
640639,0,0,0,0,0,896.66182,1074.64655,984.82813,810.10991,753.22468,962.34698,918.32866,12816.3239,35873.26,,
641650,0,0,0,0,0,790.85246,934.57377,856.73611,694.61872,771.29032,691.36251,779.32787,12818.5321,35577.2457,,
643653,0,0,0,0,0,477.87736,616.60748,538.82075,431.91509,491.98113,478.25714,515.72897,12821.8961,35290.5174,,
640719,0,0,0,0,0,581.15625,602.875,636.9375,570.125,605.375,581.59375,543.5,12827.6851,36297.9846,,
640646,0,0,0,0,0,926.36667,1081.88989,1002.48334,832.80968,929.66667,829.2612,928.88334,12841.5026,35736.7454,,
640726,0,0,0,0,0,611.28788,632.74242,660.70769,561.52308,612.43077,670.21538,576.30303,12844.208,36453.4841,,
643652,0,0,0,0,0,468.62617,578.09346,522.26852,498.70093,518.14953,453.22222,509.31481,12851.7369,35425.0782,,
643654,0,0,0,0,0,493.39252,534.71296,515.29907,484.18519,501.92523,470.7757,512.84112,12861.8028,35336.8507,,
640747,0,0,0,0,0,907.46429,823.53174,908.63095,926.55328,930.77381,875.61905,755.77214,12864.9638,36638.4421,,
641649,0,0,0,0,0,885.75332,1001.34505,924.02919,793.75436,876.21999,831.32417,910.87309,12868.8876,35578.3244,,
640647,0,0,0,0,0,922.2086,1098.10616,1011.11583,820.56757,926.89816,946.33439,1000.92368,12872.3838,35808.6339,,
640717,0,0,0,0,0,412.53125,448.51579,464.12632,394.53608,417.77551,424.16667,389.34021,12884.9549,36131.9186,,
642655,0,0,0,0,0,381.85897,463.14194,422.08974,336.47134,387.15484,374.28846,393.14286,12886.3635,35298.8537,,
640718,0,0,0,0,0,454.93333,412.12264,458.31429,443.50476,444.05607,452.07767,429.64762,12887.1851,36206.3523,,
640721,0,0,0,0,0,895.71071,891.13571,941.72958,884.71071,916.21786,898.42143,810.88432,12891.1634,36240.2749,,
640720,0,0,0,0,0,1064.00334,1024.80937,1054.57525,941.37643,994.4961,992.31717,914.44314,12893.5511,36276.168,,
641648,0,0,0,0,0,797.02473,966.04623,873.87619,792.36984,846.82796,784.30861,867.19248,12900.1775,35611.4235,,
640727,0,0,0,0,0,864.70663,892.83333,938.3875,864.62755,888.08163,925.86667,820.20209,12902.5495,36435.5126,,
644648,0,0,0,0,0,873.29301,989.43334,926.9,758.54808,853.91202,752.78334,852.03552,12905.3084,35733.3391,,
640728,0,0,0,0,0,838.81596,880.34457,903.38661,795.89415,859.3484,905.47713,812.04415,12906.728,36470.7516,,
640725,0,0,0,0,0,848.35993,863.96098,913.91498,913.11786,909.51585,968.60326,871.01071,12909.313,36399.3531,,
640766,0,0,0,0,0,836.11584,797.35175,877.91554,835.04029,871.21653,840.0575,779.60782,12914.0472,36880.5128,,
640729,0,0,0,0,0,840.64024,890.97859,932.85833,825.28333,877.975,901.46378,821.6625,12918.4096,36504.8736,,
640636,0,0,0,0,0,813.22448,1046.07722,923.32648,812.60042,879.69663,785.36123,885.02932,12926.0928,36045.3036,,
640624,0,0,0,0,0,924.64269,1021.94565,974.5026,888.05957,811.08056,976.60694,958.51678,12926.7014,35883.0582,,
641651,0,0,0,0,0,428.5914,537.1828,477.59574,433.41489,462.69149,402.62366,454.90426,12933.5934,35472.5405,,
642654,0,0,0,0,0,416.63889,521.52336,468.27103,416.71028,449.72897,402.86916,448.71296,12933.7715,35371.8427,,
643648,0,0,0,0,0,840.81264,1078.66724,961.31264,766.07069,878.0569,773.77727,885.77988,12934.8895,35682.1677,,
640745,0,0,0,0,0,944.29706,893.61754,989.44925,921.72761,946.25,916.92724,838.1285,12934.9011,36571.7801,,
640748,0,0,0,0,0,917.40417,890.9875,964.50417,897.72917,931.11667,910.35745,884.14583,12937.0481,36653.6548,,
640637,0,0,0,0,0,857.37129,959.38182,916.61822,811.82371,875.38027,785.94673,889.93637,12937.1931,35969.5695,,
642652,0,0,0,0,0,472.83178,561.45872,515.64486,475.97222,494.52336,438.13084,486.10909,12939.3145,35425.0355,,
640749,0,0,0,0,0,832.80833,996.50278,970.49859,838.175,901.56483,928.01268,817.86481,12948.334,36688.142,,
640746,0,0,0,0,0,895.54096,915.13333,940.23085,913.40833,921.41667,977.72083,871.70833,12953.7867,36615.096,,
642649,0,0,0,0,0,799.83818,983.16658,885.45162,765.61211,845.56675,781.02836,877.36991,12954.0984,35571.4946,,
640723,0,0,0,0,0,861.61339,911.90609,936.79021,879.33708,913.21246,908.55682,840.76302,12958.8112,36290.0425,,
640724,0,0,0,0,0,926.48969,953.92464,997.82057,903.71292,950.51674,912.53333,860.04666,12961.1968,36358.7878,,
642648,0,0,0,0,0,751.26344,935.05806,836.12222,731.57742,798.52043,719.10645,809.53656,12961.9091,35618.0416,,
640623,0,0,0,0,0,808.49419,978.19708,897.96434,800.90021,743.97849,915.98881,892.04432,12968.0076,35832.5447,,
642651,0,0,0,0,0,396.97196,503.17593,446.61111,406.15888,440.61682,400.85981,431.2844,12969.4797,35472.5269,,
641654,0,0,0,0,0,433.89247,546,484.76596,406.67021,453.89362,422.92632,464.6875,12972.6936,35367.7224,,
640722,0,0,0,0,0,417.69231,427.52885,452.48544,418.96117,436.49515,415.63725,394.97115,12973.7077,36202.072,,
641652,0,0,0,0,0,434.16129,521.37634,476.93478,417.82796,453.68085,438.35165,477.63043,12977.54,35429.1168,,
640765,0,0,0,0,0,974.52014,880.25141,992.41651,950.56502,980.61257,975.75845,901.52533,12984.4538,36911.1687,,
640635,0,0,0,0,0,880.82784,1112.00596,999.12368,824.41619,934.2919,847.56111,942.65,12984.6838,36105.19,,
640730,0,0,0,0,0,407.30769,418.4875,454.07692,421.4557,437.88462,414.62338,398.4359,12988.0389,36471.8103,,
640764,0,0,0,0,0,866.83333,940.29894,966.30159,821.71693,894.72222,922.92463,835.59523,12990.5735,36835.4005,,
641655,0,0,0,0,0,399.23669,456.37427,417.06433,364.82353,401.29412,373.7093,416.7929,12994.098,35302.8506,,
640626,0,0,0,0,0,465.75294,567.02353,511.54651,444.35294,414.45882,518.98824,502.36471,12997.9988,36000.5968,,
640731,0,0,0,0,0,377.04587,407.25926,423.14815,369.41284,392.74312,399.03636,362.13636,13014.9508,36404.0601,,
640625,0,0,0,0,0,785.68478,944.20951,868.98388,766.25203,707.82637,864.98889,846.85738,13029.1843,35964.4064,,
640634,0,0,0,0,0,853.35037,1013.89897,934.33374,797.54433,741.70055,940.36207,911.48891,13036.8891,36138.4616,,
640622,0,0,0,0,0,844.08843,966.66415,915.41409,818.675,756.19722,909.81976,887.73385,13038.6029,35853.0587,,
640627,0,0,0,0,0,490.8,607.43023,550.51765,469.64706,433.71765,538.76471,516.88235,13039.5102,36013.9019,,
640744,0,0,0,0,0,959.55556,770.5246,923.06825,975.26691,959.75587,936.48612,870.46111,13040.8245,36547.5406,,
640750,0,0,0,0,0,983.66244,853.82258,972.99885,1001.03917,987.08986,974.40222,904.8254,13073.1763,36673.9642,,
640743,0,0,0,0,0,968.6117,753.00106,924.89417,966.86649,944.16436,971.8467,886.09711,13073.3685,36602.7827,,
640751,0,0,0,0,0,913.72917,984.60918,1007.5125,868.82194,931.14583,909.70417,848.39167,13077.1642,36637.7465,,
640606,0,0,0,0,0,945.57793,1237.58766,1060.56539,908.60065,924.13636,946.53409,979.33174,13083.2311,35568.138,,
640633,0,0,0,0,0,885.36778,1018.44293,950.54705,865.96493,788.21674,936.8188,905.03783,13088.9967,36156.881,,
641656,0,0,0,0,0,515,618.71111,553.13978,462.91111,524.27778,497.03333,539.77778,13091.586,35284.1951,,
642656,0,0,0,0,0,479.32967,580.67778,536.27778,487.92308,522.52747,466.93333,515.82418,13099.1322,35344.4111,,
640752,0,0,0,0,0,604.37143,545.98571,614.12857,603.53521,607.27143,637.23944,550.49296,13099.5486,36739.2594,,
