Postal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,X,Y,
648365,351.4,433.9,379.5,407.3,516.5,538.3,474.9,557.8,481.3,608.8,515.8,493.9,12851.385,36957.4149,
648366,394.2,494.5,396.5,455.2,620.9,601.3,517.5,588.6,469.7,485.6,560.9,498.4,12881.3098,36969.9363,
648367,400.0,491.9,402.0,465.2,566.1,609.1,502.7,527.3,459.2,445.2,450.3,443.5,12906.5893,37008.3894,
648353,363.5,452.4,404.5,433.4,565.9,553.4,457.9,513.1,386.1,439.3,423.2,420.2,12920.6612,37011.8489,
648338,383.4,469.7,433.6,460.9,679.2,607.4,559.7,653.0,462.8,540.2,533.4,570.5,13658.9518,35749.0866,
648339,442.3,538.5,499.3,508.3,781.8,703.7,626.5,724.7,637.3,627.1,589.3,695.9,13687.6721,35761.2901,
648337,411.1,547.3,495.7,545.8,736.3,681.9,602.8,721.7,546.7,593.8,607.7,674.2,13689.0366,35669.5466,
648340,486.5,585.2,601.7,617.9,844.6,741.0,520.5,669.4,582.3,637.6,593.7,672.0,13714.635,35772.5839,
648336,463.5,536.6,449.2,548.6,738.0,745.7,488.1,656.2,656.4,614.6,642.8,719.0,13718.637,35681.0432,
648335,485.4,590.9,619.5,615.2,731.0,740.5,577.1,644.6,561.1,612.4,631.1,712.0,13746.9826,35692.137,
648341,494.2,577.8,542.8,571.7,699.9,686.8,550.0,688.0,473.2,657.8,581.3,677.7,13748.4508,35784.6502,
648342,355.0,476.0,466.8,525.3,692.5,611.0,544.5,644.1,568.1,582.3,542.6,628.9,13774.8338,35793.1489,
648334,487.2,623.0,577.9,605.0,793.2,772.0,557.8,707.0,663.8,688.0,622.7,738.8,13774.86,35702.2699,
648333,442.6,531.9,579.8,555.2,648.5,586.4,389.8,574.2,496.1,500.4,546.3,590.8,13801.8977,35711.729,
648343,552.9,621.3,553.4,614.5,932.3,858.2,673.5,833.4,775.6,769.8,754.0,834.3,13803.6139,35802.2454,
648332,498.3,578.5,546.6,601.0,777.8,702.3,547.8,652.7,651.2,649.6,591.0,700.4,13829.4434,35722.2228,
649925,"1,495.6",569.5,"1,162.6","1,366.1",682.8,"1,182.1","1,110.1","1,747.1",581.5,"1,610.2",549.5,668.7,14468.9546,36074.5607,
649927,380.7,490.6,464.6,501.6,612.1,631.6,572.6,694.3,452.7,496.2,504.4,632.3,14490.1235,35999.3438,
649929,412.8,521.6,416.5,503.8,719.5,688.8,578.2,691.7,484.7,550.4,524.5,640.0,14524.3076,36092.1307,
649928,377.3,482.3,451.9,510.9,686.8,643.9,649.2,665.3,433.2,546.1,510.8,577.6,14549.5465,36026.9477,
649824,535.9,659.2,620.5,633.5,805.0,730.5,641.5,789.6,664.6,689.3,673.8,775.6,14973.7817,36046.9504,
649819,522.6,608.9,497.6,574.6,800.0,712.0,618.1,719.1,563.6,587.7,618.7,700.3,14978.1008,36005.9867,
649823,451.6,534.2,550.0,564.4,714.6,667.1,516.6,604.2,545.6,558.2,514.9,612.0,15000.2922,36084.1037,
649820,465.4,586.2,512.3,564.1,797.1,706.8,678.7,778.4,590.0,619.3,570.5,710.4,15020.2304,36017.8628,
649815,381.2,463.7,466.3,518.4,640.6,525.1,503.8,556.4,500.9,516.2,464.2,480.0,15021.1679,36292.2746,
648923,575.4,703.3,649.0,710.3,891.1,859.1,743.5,853.1,622.8,670.8,707.2,807.9,15027.8332,35848.7504,
649814,457.4,477.2,481.5,538.1,634.2,533.6,602.2,620.8,507.9,544.0,486.4,509.9,15042.3429,36235.7284,
649822,453.6,511.3,416.1,459.7,550.9,533.4,461.5,560.8,468.2,496.5,484.5,555.5,15048.4855,36088.371,
649816,385.4,452.8,459.4,471.9,620.3,511.8,543.3,606.2,501.1,491.1,438.6,465.9,15055.6245,36324.4439,
649821,485.3,539.7,531.1,584.1,779.8,736.5,591.5,708.8,578.8,606.5,531.3,660.5,15064.6426,36035.5111,
649813,467.3,535.7,574.8,550.8,627.6,549.8,638.0,659.7,529.2,568.5,496.5,505.2,15089.547,36233.6643,
648925,996.3,"1,183.9","1,097.1","1,118.1","1,396.3","1,270.3","1,009.6","1,274.5","1,107.3","1,348.4","1,239.9","1,395.8",15102.0887,35938.4411,
648316,308.3,279.3,307.1,312.7,451.7,384.3,441.9,411.7,292.8,380.0,369.9,366.1,15132.1609,36068.089,
649812,450.1,498.4,521.3,527.5,627.5,536.2,564.2,619.1,448.1,493.4,455.2,488.9,15139.7483,36252.8916,
648317,260.3,244.7,296.6,280.3,404.8,352.8,409.5,376.0,279.2,352.0,308.4,325.6,15151.2794,36138.1752,
648318,257.4,229.7,309.4,281.1,396.9,348.6,439.0,400.5,279.2,349.0,307.1,324.9,15151.3912,36137.2846,
648319,272.8,251.5,319.7,313.5,515.8,421.8,478.6,451.9,318.2,418.5,378.4,388.0,15151.3912,36137.2846,
648926,795.6,933.4,793.3,892.1,"1,171.9","1,100.8","1,039.3","1,176.9",769.0,912.1,921.9,"1,043.6",15152.0499,35950.6187,
649811,449.1,517.5,470.8,533.5,670.2,579.7,514.4,559.0,485.3,480.0,457.7,483.4,15173.9561,36279.9113,
648315,297.9,272.1,298.8,309.7,399.7,366.1,460.6,425.1,301.8,376.4,362.6,371.9,15185.736,36090.0518,
648927,622.0,708.8,631.4,666.1,813.4,784.7,684.2,816.5,698.8,694.9,671.2,788.6,15205.5121,35999.3911,
649810,393.5,465.8,495.7,495.2,525.2,489.9,461.2,457.9,485.8,525.7,432.1,474.0,15208.741,36307.9007,
648320,252.4,233.8,279.6,282.6,441.5,371.7,412.8,401.6,295.9,372.3,383.0,378.5,15233.2825,36106.0924,
618656,439.7,528.9,563.4,567.9,783.4,682.3,602.6,637.8,529.9,698.8,631.6,638.0,15572.0748,35906.2493,
619064,198.6,225.5,186.7,210.2,260.3,234.8,245.8,287.0,236.9,260.4,233.3,242.1,15628.2781,35820.7574,
619062,194.4,213.9,181.4,191.3,259.6,249.3,244.5,244.6,227.3,253.0,218.5,233.4,15654.5403,35769.3258,
619063,169.7,187.5,133.5,165.2,234.9,214.8,194.4,205.0,171.0,201.2,181.4,191.3,15671.4063,35805.8112,
649412,535.3,466.3,455.8,725.3,573.5,620.9,555.8,598.1,640.6,490.1,568.9,422.0,15679.6883,36410.7743,
649413,522.0,424.8,427.3,668.6,542.2,585.1,558.5,723.2,631.3,503.2,574.1,369.7,15704.1094,36488.4594,
649411,492.5,410.9,399.1,693.7,526.5,546.4,524.1,534.1,540.6,505.7,554.5,402.5,15765.2994,36438.4639,
618650,621.3,726.4,619.5,714.9,988.7,880.2,848.0,861.3,654.2,808.7,749.8,783.5,15963.9276,35568.64,
618643,s,s,s,s,s,s,s,s,s,774.7,s,s,15993.1817,35039.963,
618644,392.0,493.3,560.0,544.3,644.3,604.0,661.0,642.7,492.7,605.7,600.0,603.0,15996.4476,35108.2822,
618649,652.2,725.4,588.7,687.5,804.4,743.6,844.6,781.1,553.4,769.0,748.6,747.3,15997.9632,35495.4643,
618645,384.6,422.3,281.0,328.1,387.0,319.6,422.6,419.6,392.9,392.4,481.9,485.4,15999.8459,35167.7414,
618646,603.8,670.8,533.0,621.9,758.1,701.3,768.0,746.9,600.7,642.5,576.5,707.1,16002.7846,35248.6381,
618647,463.0,527.2,433.8,483.0,646.1,571.7,603.9,611.5,500.4,602.6,526.5,541.8,16010.2349,35335.054,
618648,431.8,531.9,390.8,490.2,669.8,598.8,587.5,620.2,502.9,652.8,584.2,595.5,16011.0902,35392.08,
619415,450.6,456.4,435.1,515.4,484.9,551.5,466.0,505.9,530.3,423.1,524.6,520.6,16473.9829,33671.7738,
609782,594.3,549.3,501.6,684.7,672.3,665.8,673.2,632.4,616.9,681.8,668.4,376.6,16798.3875,36289.0342,
609781,638.1,560.6,534.0,706.4,630.4,651.5,668.1,651.4,643.2,599.8,629.3,428.3,16817.2857,36215.5513,
609478,548.4,525.4,488.5,560.5,571.5,619.3,573.1,644.8,596.3,535.3,578.1,485.2,16848.2925,36415.2154,
609783,566.7,539.6,501.6,696.8,622.8,616.3,602.7,659.7,594.6,596.8,599.2,383.8,16875.8971,36259.5224,
609477,525.2,489.2,454.0,617.1,580.3,639.0,616.7,645.1,610.7,511.9,562.6,426.1,16882.4372,36353.6311,
609480,483.5,453.5,415.1,547.8,516.2,517.3,539.8,582.8,561.9,526.4,546.1,444.3,16900.9733,36472.3538,
609479,426.3,384.3,374.1,529.7,480.0,579.2,515.5,508.6,483.6,426.8,471.7,346.9,16920.3485,36456.8371,
609774,652.9,608.0,565.8,760.8,669.1,679.6,683.1,631.6,601.4,655.0,662.4,534.4,16949.7621,36226.7453,
609776,603.2,522.3,496.0,711.1,651.1,645.4,638.3,661.0,601.2,527.7,585.9,492.1,16956.8076,36143.8183,
609780,906.3,865.8,753.8,846.2,852.6,770.8,"1,023.1","1,052.8","1,004.5",789.8,945.1,866.4,16984.1669,36022.9817,
609777,597.3,529.3,518.2,634.9,658.9,617.1,643.2,575.4,588.0,564.6,610.0,491.0,17007.7664,36090.9688,
609775,618.8,556.8,511.9,701.4,623.6,660.4,685.2,601.0,573.0,542.0,569.2,485.8,17019.4528,36187.4584,
609779,600.4,582.4,505.4,595.1,564.5,678.1,685.8,673.7,647.4,567.8,627.8,429.3,17037.2752,35998.4266,
600117,456.7,503.3,422.4,477.6,626.3,589.8,542.4,575.1,462.3,531.7,544.9,572.7,17065.7096,35562.4447,
609778,679.4,550.4,538.0,735.6,690.4,686.0,691.1,693.4,662.2,598.4,654.6,496.0,17073.4121,36051.411,
600118,568.1,592.1,502.9,581.3,776.6,726.6,673.1,699.9,491.9,605.6,617.6,652.4,17105.7769,35460.9146,
600119,679.5,904.2,846.7,906.9,"1,038.2",898.2,640.7,813.4,606.5,808.2,761.6,801.2,17121.3895,35363.4012,
600120,487.9,607.2,522.3,559.2,791.2,738.8,663.6,648.4,544.8,620.3,668.6,687.5,17171.0309,35326.7494,
609653,316.7,400.0,385.8,414.3,594.4,536.9,502.2,514.8,419.8,479.8,416.1,466.5,17172.4515,35519.5315,
609652,393.7,484.2,429.3,459.4,673.1,639.7,537.7,585.0,448.4,525.1,466.6,503.7,17203.9143,35495.0928,
600121,429.4,571.7,484.9,518.8,735.5,641.7,500.9,612.7,548.6,590.1,592.6,630.8,17225.5871,35252.2556,
609650,394.7,470.2,408.4,475.2,665.7,598.6,585.7,586.2,422.8,517.9,493.6,541.3,17245.4479,35529.0877,
600123,451.5,535.0,461.6,514.9,651.1,621.9,605.9,614.1,444.8,537.9,552.3,581.4,17279.7184,35195.2579,
600122,478.4,550.4,453.8,516.2,640.9,622.0,568.5,603.8,485.2,547.0,552.5,576.7,17284.3291,35319.2776,
600124,473.2,529.3,425.0,504.4,652.1,620.4,607.9,624.3,450.2,546.1,588.0,573.3,17369.2729,35165.8721,
689677,526.6,435.4,434.8,660.7,561.5,588.2,555.5,641.0,586.3,442.0,518.0,421.6,17875.9822,40889.0615,
689679,561.3,450.4,456.1,586.0,515.5,596.3,573.9,692.2,622.8,462.3,565.6,449.5,17881.3059,40917.5824,
689676,542.0,427.6,445.4,578.4,521.1,600.6,548.7,649.0,586.3,448.3,546.6,506.3,17884.6248,40865.5248,
689680,537.3,463.7,431.8,624.9,555.2,603.9,555.1,615.6,558.0,435.2,517.6,421.0,17900.6094,40926.5037,
689681,551.1,487.7,469.2,596.3,536.8,667.0,591.4,713.4,634.7,408.2,542.4,498.3,17923.2185,40948.8448,
689675,644.0,527.5,529.3,696.7,622.5,725.7,664.7,815.3,678.5,465.8,619.8,534.5,17936.9247,40886.5541,
689682,548.9,477.3,467.0,619.2,555.6,632.5,584.3,665.5,599.2,485.8,557.3,472.8,17967.1324,40991.9168,
689686,615.7,500.7,556.5,668.2,588.7,678.1,624.2,723.9,629.9,526.9,587.2,454.7,17986.7602,40940.828,
689683,508.7,442.2,415.9,583.9,525.7,566.3,538.9,630.9,566.0,455.0,536.6,484.4,17997.9554,41016.8633,
689685,613.1,511.1,509.9,713.9,637.7,617.7,603.9,687.5,642.4,477.3,567.5,500.3,18024.4058,40960.4542,
689684,489.7,441.8,427.5,609.8,528.7,613.3,569.1,724.6,643.1,431.7,558.3,476.2,18033.6948,41033.7625,
689475,s,s,s,s,s,s,s,s,s,s,s,s,18052.9452,39847.697,
689471,s,s,s,s,s,s,s,s,s,s,s,s,18082.917,39848.3489,
689671,539.7,511.4,474.2,546.6,513.0,637.4,524.7,556.4,533.4,438.0,517.7,433.0,18128.8217,41100.7317,
689670,463.0,436.7,396.9,463.3,445.6,556.2,489.5,608.6,536.8,351.1,455.2,398.7,18143.2923,41061.3034,
689669,472.0,396.2,403.5,585.6,505.3,588.4,529.3,633.2,551.5,424.5,502.1,414.8,18145.5211,41016.7838,
689668,438.1,413.9,388.0,548.2,484.3,545.7,502.1,550.2,509.1,400.1,461.3,438.3,18146.9878,40975.2633,
689467,s,s,s,s,s,s,s,s,s,s,s,s,18162.7326,39864.5651,
689466,s,s,s,s,s,s,s,s,s,s,s,s,18184.698,39872.8661,
689672,494.7,440.7,418.7,559.0,517.8,636.5,558.0,693.7,609.6,492.3,563.9,437.8,18201.6824,41136.6774,
689674,524.3,439.9,448.0,612.3,524.9,592.3,525.5,673.2,576.5,440.1,532.4,438.4,18206.9052,40965.146,
689465,s,s,s,s,s,s,s,s,s,s,s,s,18217.7739,39880.5037,
689673,473.6,422.8,407.9,537.1,472.5,528.5,507.7,602.7,546.0,418.0,484.7,413.6,18220.4973,41058.4132,
689464,s,s,s,s,s,s,s,s,s,s,s,s,18228.5156,39883.6187,
689048,486.7,520.3,513.9,543.7,638.6,602.5,634.5,611.6,501.3,516.9,563.7,532.5,18329.0006,40025.7123,
689579,401.7,393.0,416.0,506.8,440.4,538.6,528.6,517.2,584.8,450.8,509.6,401.2,18340.9055,42131.6548,
689049,491.3,523.3,467.5,516.4,683.1,620.8,600.6,578.1,525.4,516.1,555.7,538.2,18345.1987,40071.2476,
689580,515.9,457.8,459.0,506.1,444.3,560.9,519.7,582.9,604.5,449.6,513.5,449.6,18364.8218,42081.338,
688998,s,s,s,s,s,s,s,s,s,s,s,s,18409.2443,39955.0739,
689050,477.4,518.4,487.5,529.5,637.2,586.5,671.7,605.6,510.5,530.2,568.8,549.9,18422.6269,40073.6639,
689862,330.8,291.5,282.0,370.9,356.4,425.8,367.8,464.5,429.9,263.8,360.5,247.5,18447.4531,40644.7153,
689861,395.0,365.4,336.8,449.7,420.4,530.4,440.3,545.0,507.7,347.5,455.3,338.8,18479.0377,40668.7183,
689863,427.5,360.8,354.7,496.5,455.6,559.0,493.1,580.2,533.2,362.8,481.0,401.0,18483.4354,40638.3594,
689051,479.8,531.0,519.7,546.2,665.7,622.2,706.7,641.6,538.8,551.4,594.4,570.2,18491.9406,40006.1704,
689860,380.1,351.3,314.4,505.9,438.5,560.8,483.5,588.8,544.9,371.7,460.4,374.3,18498.3924,40691.4854,
689864,363.8,350.1,323.6,408.3,384.3,475.2,395.1,490.4,475.8,338.8,432.7,334.8,18499.6258,40612.7408,
689859,406.6,357.3,353.7,492.6,468.6,537.8,415.3,625.6,581.7,439.7,542.5,425.8,18517.517,40712.5569,
689865,356.4,334.8,309.1,443.1,402.1,490.2,419.8,540.0,500.6,320.0,444.1,356.7,18521.5167,40630.9695,
689866,367.9,306.4,284.0,424.6,385.4,472.7,431.1,586.5,501.1,300.1,428.2,342.0,18537.3437,40654.8368,
689867,336.1,293.1,296.1,399.2,396.0,485.0,406.6,539.4,461.2,311.3,416.7,312.2,18551.4138,40680.3919,
689527,519.9,424.4,465.6,575.6,497.7,643.0,597.0,609.2,659.1,497.5,571.6,472.3,18594.9603,42354.4435,
689528,527.6,409.4,472.0,619.2,506.3,623.0,582.3,558.0,614.5,504.5,554.2,468.4,18594.9603,42354.4435,
689529,508.8,416.7,434.5,565.8,477.5,600.6,583.0,614.7,635.1,455.2,518.7,419.5,18594.9603,42354.4435,
658074,430.7,490.7,457.4,475.0,622.2,572.5,628.5,574.0,426.1,536.4,548.4,518.3,18606.028,36791.3262,
659442,317.7,344.8,339.7,355.4,451.0,447.5,442.1,487.6,353.3,387.2,377.7,389.6,18673.5462,37765.7931,
659445,371.6,403.9,392.4,411.2,507.2,518.9,464.8,523.3,370.1,413.2,405.2,427.9,18676.4363,37672.9872,
659443,413.5,435.4,422.4,456.2,539.0,549.8,547.6,618.2,438.2,526.4,447.3,476.9,18723.9197,37720.9435,
689096,498.6,444.8,459.5,549.6,471.1,562.2,555.4,567.2,608.7,427.9,503.7,454.6,18782.8241,42170.1576,
689106,424.0,433.2,429.2,457.3,416.8,494.8,474.7,471.5,522.1,423.8,449.7,450.5,18788.8448,42350.4145,
689101,426.5,398.9,415.8,492.4,420.4,519.6,491.5,481.9,532.3,446.0,481.7,418.3,18789.9358,42290.7412,
689097,490.7,474.0,488.8,576.0,498.6,615.6,585.5,572.6,637.0,437.7,527.1,522.2,18800.1281,42211.5616,
689577,451.6,360.3,382.9,442.2,409.7,521.0,508.8,506.2,548.9,375.8,480.9,395.6,18819.0359,41984.1945,
689094,580.6,535.6,548.9,626.8,538.0,668.7,652.4,632.1,706.4,475.5,574.2,522.3,18829.6377,42156.6094,
689102,506.9,461.5,468.9,499.2,460.0,580.8,528.9,553.2,608.8,480.0,530.3,460.4,18835.4027,42274.3666,
689098,463.2,402.9,399.8,580.6,471.4,537.3,530.1,521.0,578.0,411.2,486.7,474.3,18836.6366,42231.4427,
689105,507.2,465.2,475.1,508.5,469.6,570.9,548.7,522.8,593.5,510.5,544.6,501.3,18837.2675,42333.3458,
689575,479.2,384.4,422.0,517.7,464.9,548.4,545.7,536.3,580.5,406.6,503.2,403.6,18873.6989,41905.7716,
689099,500.5,465.7,473.3,545.2,470.8,559.0,545.0,542.7,591.3,436.4,499.8,464.0,18873.8166,42218.579,
689574,403.6,312.3,350.8,433.8,389.1,450.3,457.1,481.4,511.5,324.8,432.6,352.9,18877.0363,41817.2347,
689104,532.4,475.9,486.4,526.6,486.9,573.2,556.6,573.6,622.5,468.0,525.5,476.9,18886.7862,42320.6612,
689103,528.6,491.2,509.9,547.8,495.6,621.9,598.3,638.8,661.8,460.0,561.8,507.3,18887.1246,42279.579,
689093,488.5,432.6,449.0,531.2,459.4,579.0,551.7,524.9,588.2,438.9,512.8,455.4,18903.6678,42181.5764,
659246,405.7,410.4,413.1,526.5,475.5,568.3,579.2,422.0,455.5,475.5,435.0,296.3,18987.0865,37485.71,
659245,451.9,442.9,435.8,613.6,510.2,539.4,551.9,483.5,500.6,476.9,453.6,355.3,19007.2094,37535.9451,
127470,480.5,590.0,543.8,539.6,761.6,606.6,720.0,711.4,524.2,629.2,627.1,638.4,19021.5615,33199.6379,
659244,627.2,619.1,598.2,846.4,723.4,716.4,727.4,698.2,706.8,704.0,654.5,499.3,19035.5267,37572.1937,
659247,413.9,380.2,397.8,560.8,452.7,520.2,531.4,428.6,448.8,483.7,442.1,335.2,19035.9545,37437.6874,
127472,396.0,496.5,513.2,502.3,683.7,586.7,686.8,641.8,528.5,588.7,583.0,588.8,19056.3772,33262.621,
127468,540.7,660.2,634.9,617.5,859.7,736.4,814.6,792.5,599.4,725.3,675.7,712.0,19067.3881,33181.788,
127724,357.4,435.2,487.5,450.9,560.4,497.6,589.0,574.4,460.3,525.8,530.7,530.3,19075.4419,33346.3332,
659248,586.3,596.3,572.6,736.2,621.7,800.1,812.4,580.4,637.7,696.0,615.3,441.4,19076.8194,37441.0024,
127723,334.2,435.4,473.3,456.9,606.3,538.5,616.8,558.0,464.1,529.9,522.3,505.4,19091.8998,33356.7107,
127474,433.7,528.0,544.0,533.0,771.8,617.2,737.1,712.8,547.7,628.0,576.0,606.0,19099.1235,33274.0302,
127649,389.7,489.1,487.9,496.6,729.9,608.6,705.4,640.1,470.1,612.6,581.1,606.2,19103.7249,33460.5088,
677945,s,s,s,s,s,s,s,s,s,s,s,s,19109.7544,42065.6777,
127647,392.1,481.6,508.5,525.3,611.3,571.5,667.2,616.7,523.9,618.1,541.1,589.5,19120.0707,33367.1153,
127466,492.0,574.3,499.0,536.0,806.8,683.9,784.4,749.9,426.5,596.5,580.4,598.8,19124.5466,33183.7968,
677937,s,s,s,s,s,s,s,s,s,s,s,s,19130.0597,42061.3317,
127725,422.4,502.8,468.8,473.4,660.3,554.0,691.5,659.4,453.4,565.4,562.6,561.0,19132.1903,33470.0202,
127476,522.8,659.6,618.8,646.6,944.2,794.3,890.8,870.6,547.7,720.8,785.3,748.5,19132.4274,33241.9432,
127722,417.5,526.3,530.8,512.6,644.8,526.3,589.3,586.2,423.3,532.1,560.3,533.0,19146.0869,33343.4912,
127726,407.9,523.4,500.0,490.1,747.6,541.4,767.1,688.5,449.7,571.3,628.2,630.2,19167.5029,33477.2797,
127485,s,s,s,s,s,s,s,s,s,s,s,s,19171.5013,33089.0822,
127721,554.1,692.0,708.7,692.9,889.2,758.4,873.2,838.1,598.3,740.7,689.0,728.4,19176.1858,33360.0326,
127651,464.1,617.5,682.9,648.7,894.8,739.0,783.6,749.2,542.6,692.1,718.9,672.6,19210.8954,33465.9587,
127720,423.4,560.9,583.9,549.9,691.7,614.1,673.1,683.9,532.3,617.0,542.4,571.5,19225.2392,33371.2839,
127727,465.1,522.4,571.9,542.3,812.7,663.3,701.6,691.1,611.6,680.7,681.9,685.6,19241.8332,33444.5128,
126984,s,s,s,s,s,s,s,s,s,s,s,s,19276.0032,32991.104,
127712,386.7,491.7,437.2,452.0,603.1,591.9,666.8,653.3,604.9,613.4,558.8,570.0,19288.4796,33533.0796,
127518,s,s,s,s,s,s,s,s,s,s,s,s,19311.1904,33079.3885,
127713,372.4,473.3,461.2,431.0,588.4,532.3,599.3,586.1,528.6,546.6,464.7,517.9,19327.167,33475.9258,
127714,356.6,446.2,416.0,415.1,578.2,494.9,507.8,504.4,493.3,504.7,462.9,514.8,19327.167,33475.9258,
127715,397.6,510.3,527.2,485.9,616.5,523.3,594.7,590.9,566.8,559.3,532.4,539.2,19327.167,33475.9258,
127716,414.7,498.8,490.8,472.5,581.9,511.2,556.0,527.0,488.7,546.9,524.4,544.6,19327.167,33475.9258,
127717,399.4,516.6,514.9,498.6,670.9,590.7,684.0,683.0,553.7,634.0,610.1,640.9,19327.167,33475.9258,
127718,320.5,400.3,354.6,375.1,534.6,445.9,553.9,521.9,382.6,438.5,374.3,373.1,19327.167,33475.9258,
127719,411.2,461.3,464.3,456.2,540.3,472.4,525.8,530.9,428.5,497.0,564.6,537.9,19327.167,33475.9258,
127018,300.5,354.9,356.6,350.8,488.0,432.9,500.3,473.2,318.3,401.6,437.5,426.2,19329.136,33377.4161,
128949,s,s,s,s,s,s,s,s,s,s,s,s,19332.3486,33826.3697,
127019,369.1,446.6,414.9,427.5,586.9,488.2,515.0,521.7,385.1,474.3,515.8,510.8,19347.6629,33350.6934,
129197,382.2,831.6,631.3,710.8,996.4,839.4,664.1,612.0,706.1,752.8,639.4,707.5,19354.721,34041.7193,
127814,s,s,s,s,s,s,s,s,s,s,s,s,19361.5696,33018.0809,
127017,294.9,347.7,381.2,392.4,490.5,465.1,462.7,454.9,345.6,392.8,415.8,401.8,19367.8041,33394.6784,
127020,407.7,485.7,410.5,445.3,641.7,544.0,605.8,552.4,332.7,476.0,516.7,519.5,19370.0956,33313.7444,
659636,365.3,390.8,372.6,414.2,576.1,509.3,573.0,533.0,393.9,500.3,441.7,425.0,19386.7032,36536.3329,
127021,339.3,403.5,380.9,378.1,536.6,462.8,555.9,529.4,381.7,463.0,473.3,475.9,19392.7602,33279.7203,
659802,421.2,397.4,396.2,509.0,440.1,542.7,464.6,503.7,506.9,450.6,457.4,411.4,19393.8715,37167.3037,
127016,377.4,428.4,453.8,438.5,604.3,474.3,521.1,503.2,402.5,461.8,446.3,480.9,19397.3831,33380.3639,
129198,409.1,481.6,379.3,418.5,606.0,503.2,607.3,573.8,475.0,533.0,489.8,545.7,19409.3033,34057.4868,
659804,406.6,368.6,377.2,483.3,425.6,558.0,459.6,499.2,494.1,437.2,448.8,350.1,19411.5434,37242.4398,
129009,s,s,s,s,s,s,s,s,s,s,s,s,19412.9632,33683.8681,
659637,342.2,378.9,359.5,383.3,570.1,491.5,492.7,461.0,367.8,463.2,414.9,408.7,19415.2088,36486.6739,
129196,553.4,677.3,620.2,648.4,"1,013.8",817.5,851.8,862.4,709.5,787.7,676.9,745.9,19420.0639,34009.112,
127022,375.4,459.2,432.3,437.8,550.9,503.9,526.3,461.0,427.9,451.3,519.4,492.7,19424.1732,33280.6533,
127015,365.4,460.4,487.4,475.7,593.1,527.6,586.8,569.8,441.5,500.1,510.8,506.9,19427.4081,33366.2111,
