Postal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,X,Y
828795,296.1,248.1,367.9,316.6,541.4,426.3,441.4,496.9,471.5,485.5,511.1,451.3,37382.2832,42237.3803
416331,s,s,s,s,s,s,s,s,s,s,s,s,37396.0301,33785.5488
828797,283.9,233.8,321.4,321.3,414.0,340.9,311.0,371.9,352.4,378.4,418.5,360.9,37399.2773,42163.9848
458966,550.1,312.1,451.0,673.8,563.8,731.9,633.0,700.1,640.6,638.4,693.2,540.5,37400.5205,32447.3415
416329,s,s,s,s,s,s,s,s,s,s,s,s,37402.9516,33792.1161
416327,s,s,s,s,s,s,s,s,s,s,s,s,37408.0274,33797.2882
828796,315.9,272.3,349.2,324.3,494.4,390.8,416.5,462.3,440.0,465.1,504.1,439.3,37412.6963,42212.5145
416324,s,s,s,s,s,s,s,s,s,s,s,s,37419.8898,33808.5963
416322,s,s,s,s,s,s,s,s,s,s,s,s,37427.1377,33814.2568
416320,s,s,s,s,s,s,s,s,s,s,s,s,37432.2188,33820.5404
416318,s,s,s,s,s,s,s,s,s,s,s,s,37439.1932,33826.1518
416316,s,s,s,s,s,s,s,s,s,s,s,s,37445.6757,33833.2713
459135,478.4,304.0,410.8,587.1,470.4,551.4,512.6,550.0,523.5,530.1,589.1,504.0,37463.0488,32430.0655
479275,-,-,-,-,-,-,-,-,-,-,s,5.2,37466.0392,35659.8606
458969,731.9,469.7,596.8,795.5,663.6,809.7,747.6,873.3,815.2,807.0,893.3,804.4,37467.774,32305.3188
479276,-,-,-,-,-,-,-,-,-,-,s,s,37469.4937,35710.8771
458965,881.5,662.8,811.5,"1,388.3","1,092.7","1,088.5","1,057.3","1,223.3","1,103.5",895.3,"1,117.0",965.3,37470.0018,32493.1411
459134,s,s,s,s,s,s,s,s,s,s,s,s,37481.3487,32579.3949
416323,s,s,s,s,s,s,s,s,s,s,s,s,37482.6036,33877.1734
458968,696.9,430.5,556.7,789.5,658.6,753.5,698.4,730.1,682.1,697.4,741.2,663.3,37491.7232,32378.3388
479274,-,-,-,-,-,-,-,-,-,-,11.7,17.1,37497.9469,35655.5576
458197,s,s,s,s,s,s,s,s,s,s,s,s,37527.5995,33098.5193
479273,-,-,-,-,-,-,-,-,-,s,s,53.1,37532.063,35647.305
479277,-,-,-,-,-,-,-,-,-,-,s,9.1,37533.8194,35695.497
458970,859.1,451.6,639.9,870.6,738.9,907.2,793.4,917.2,833.8,811.4,848.9,714.0,37535.8907,32287.8153
459430,s,s,s,s,s,s,s,s,s,s,s,s,37551.3815,32803.1729
456192,968.9,685.9,747.4,"1,022.9",900.1,"1,135.4","1,001.1","1,106.8",970.3,825.6,990.9,730.8,37562.8661,33104.2662
479272,-,-,-,-,-,-,-,-,-,-,12.5,37.5,37565.4881,35632.1122
479278,-,-,-,-,-,-,-,-,-,-,-,s,37569.6628,35690.8851
458222,s,s,s,s,s,s,s,s,s,s,s,s,37571.3315,33008.981
456971,s,s,s,s,s,s,s,s,s,s,s,s,37586.2797,32439.1109
458227,s,s,s,s,s,s,s,s,s,s,s,s,37588.1161,32973.3169
458228,s,s,s,s,s,s,s,s,s,s,s,s,37590.5415,32967.9227
479271,-,-,-,-,-,-,-,-,-,-,25.9,42.4,37594.0828,35611.6874
456154,s,s,s,-,s,s,s,s,s,s,s,s,37597.1746,33142.9658
458231,s,s,s,s,s,s,s,s,s,s,s,s,37599.4149,32947.8476
458232,s,s,s,s,s,s,s,s,s,s,s,s,37601.7075,32942.1899
479279,-,-,-,-,-,-,-,-,-,-,-,s,37603.0033,35675.8502
456156,s,s,s,s,s,s,s,s,s,s,s,s,37607.9715,33130.7137
479270,-,-,-,-,-,-,-,-,-,s,25.0,28.7,37620.7709,35589.1024
456163,s,s,s,s,s,s,s,s,s,s,s,s,37630.6043,33141.1525
456165,s,s,s,s,s,s,s,s,s,s,s,s,37632.4785,33151.4337
479280,-,-,-,-,-,-,-,-,-,-,-,36.7,37632.9632,35656.7712
456171,s,s,s,s,s,s,s,s,s,s,s,s,37646.9994,33163.1367
479269,-,-,-,-,-,-,-,-,-,s,30.1,42.1,37655.0486,35568.4245
456174,s,s,s,s,s,s,s,s,s,s,s,s,37660.8309,33159.1918
479281,-,-,-,-,-,-,-,-,-,-,-,s,37670.0775,35644.4776
479268,-,-,-,-,-,-,-,-,-,s,28.9,42.0,37678.5823,35534.0089
457438,s,s,s,s,s,s,s,s,s,s,s,s,37681.576,32566.6818
457440,s,s,s,s,s,s,s,s,s,s,s,s,37688.5815,32569.6454
457442,s,s,s,s,s,s,s,s,s,s,s,s,37695.527,32572.5836
457444,s,s,s,s,s,s,s,s,s,s,s,s,37702.2069,32575.4095
479282,-,-,-,-,-,-,-,-,-,-,-,s,37709.2819,35640.3082
457453,s,s,s,s,s,s,s,s,s,s,s,s,37718.1906,32598.1227
479267,-,-,-,-,-,-,-,-,-,11.6,43.0,42.7,37719.2685,35523.61
457451,s,s,s,s,s,s,s,s,s,s,s,s,37721.4382,32591.103
457448,s,s,s,s,s,s,s,s,s,s,s,s,37724.6526,32584.155
457446,s,s,s,s,s,s,s,s,s,s,s,s,37728.0278,32576.8593
458996,465.5,359.8,383.5,791.3,599.5,752.5,665.0,714.8,635.3,678.3,697.0,534.0,37743.9849,32603.1663
